ID		from		to
9850	;	3132 JP	;	6740 JP
9851	;	4966 TT	;	6740 JP
9852	;	5201 JP	;	6740 JP
9853	;	6055 JP	;	6740 JP
9854	;	6176 TT	;	6740 JP
9855	;	6298 JP	;	6740 JP
9856	;	6728 JP	;	6740 JP
9857	;	6988 JP	;	6740 JP
9858	;	7731 JP	;	6740 JP
9859	;	7735 JP	;	6740 JP
9860	;	8150 JP	;	6740 JP
9861	;	HIMX US	;	6740 JP
9862	;	OLED US	;	6740 JP
9863	;	002635 CH	;	6762 JP
9864	;	1723 TT	;	6762 JP
9865	;	3663 TT	;	6762 JP
9866	;	4092 JP	;	6762 JP
9867	;	4208 JP	;	6762 JP
9868	;	600259 CH	;	6762 JP
9869	;	6387 JP	;	6762 JP
9870	;	6501 JP	;	6762 JP
9871	;	6988 JP	;	6762 JP
9872	;	8053 JP	;	6762 JP
9873	;	8140 JP	;	6762 JP
9874	;	BESI NA	;	6762 JP
9875	;	COHU US	;	6762 JP
9876	;	DLG GR	;	6762 JP
9877	;	KWR US	;	6762 JP
9878	;	LXFR US	;	6762 JP
9879	;	PLAB US	;	6762 JP
9880	;	SIE GR	;	6762 JP
9881	;	VECO US	;	6762 JP
9882	;	5713 JP	;	6763 JP
9883	;	4004 JP	;	6768 JP
9884	;	5411 JP	;	6768 JP
9885	;	5801 JP	;	6768 JP
9886	;	6981 JP	;	6768 JP
9887	;	7420 JP	;	6768 JP
9888	;	8084 JP	;	6768 JP
9889	;	025440 KS	;	6770 JP
9890	;	2760 JP	;	6770 JP
9891	;	300227 CH	;	6770 JP
9892	;	3132 JP	;	6770 JP
9893	;	3402 JP	;	6770 JP
9894	;	4004 JP	;	6770 JP
9895	;	4061 JP	;	6770 JP
9896	;	4182 JP	;	6770 JP
9897	;	5411 JP	;	6770 JP
9898	;	600718 CH	;	6770 JP
9899	;	6594 JP	;	6770 JP
9900	;	6723 JP	;	6770 JP
9901	;	6752 JP	;	6770 JP
9902	;	6963 JP	;	6770 JP
9903	;	6981 JP	;	6770 JP
9904	;	6988 JP	;	6770 JP
9905	;	8140 JP	;	6770 JP
9906	;	9055 JP	;	6770 JP
9907	;	ELG GR	;	6770 JP
9908	;	NEON US	;	6770 JP
9909	;	QCOM US	;	6770 JP
9910	;	7276 JP	;	6772 JP
9911	;	5201 JP	;	6779 JP
9912	;	6752 JP	;	6779 JP
9913	;	4182 JP	;	6787 JP
9914	;	2382 HK	;	6798 JP
9915	;	6988 JP	;	6798 JP
9916	;	8140 JP	;	6798 JP
9917	;	DLG GR	;	6798 JP
9918	;	8140 JP	;	6800 JP
9919	;	5201 JP	;	6804 JP
9920	;	6762 JP	;	6804 JP
9921	;	6981 JP	;	6804 JP
9922	;	6988 JP	;	6804 JP
9923	;	DLG GR	;	6804 JP
9924	;	MPWR US	;	6804 JP
9925	;	008970 KS	;	6806 JP
9926	;	028670 KS	;	6806 JP
9927	;	3023 TT	;	6806 JP
9928	;	5698 JP	;	6806 JP
9929	;	6963 JP	;	6806 JP
9930	;	VSVS LN	;	6806 JP
9931	;	6698 JP	;	6807 JP
9932	;	6988 JP	;	6807 JP
9933	;	8140 JP	;	6807 JP
9934	;	300461 CH	;	6817 JP
9935	;	3023 TT	;	6826 JP
9936	;	6752 JP	;	6826 JP
9937	;	6176 TT	;	688055 CH
9938	;	4182 JP	;	6881 JP
9939	;	4234 JP	;	6881 JP
9940	;	5202 JP	;	6907 JP
9941	;	5802 JP	;	6908 JP
9942	;	8140 JP	;	6919 JP
9943	;	6923 JP	;	6926 JP
9944	;	6201 JP	;	6928 JP
9945	;	6752 JP	;	6929 JP
9946	;	5333 JP	;	6938 JP
9947	;	4182 JP	;	6958 JP
9948	;	6191 TT	;	6958 JP
9949	;	6752 JP	;	6958 JP
9950	;	8182 TT	;	6962 JP
9951	;	6387 JP	;	6965 JP
9952	;	7240 JP	;	6965 JP
9953	;	300083 CH	;	6971 JP
9954	;	300328 CH	;	6971 JP
9955	;	3132 JP	;	6971 JP
9956	;	4004 JP	;	6971 JP
9957	;	4114 JP	;	6971 JP
9958	;	4182 JP	;	6971 JP
9959	;	5333 JP	;	6971 JP
9960	;	5695 JP	;	6971 JP
9961	;	5801 JP	;	6971 JP
9962	;	6258 JP	;	6971 JP
9963	;	6387 JP	;	6971 JP
9964	;	6723 JP	;	6971 JP
9965	;	6810 JP	;	6971 JP
9966	;	6963 JP	;	6971 JP
9967	;	6981 JP	;	6971 JP
9968	;	7287 JP	;	6971 JP
9969	;	7510 JP	;	6971 JP
9970	;	7751 JP	;	6971 JP
9971	;	8141 JP	;	6971 JP
9972	;	MPWR US	;	6971 JP
9973	;	QCOM US	;	6971 JP
9974	;	SPG SJ	;	6971 JP
9975	;	2715 JP	;	6976 JP
9976	;	3105 JP	;	6976 JP
9977	;	3132 JP	;	6976 JP
9978	;	5713 JP	;	6976 JP
9979	;	6387 JP	;	6976 JP
9980	;	6752 JP	;	6976 JP
9981	;	6988 JP	;	6976 JP
9982	;	808 HK	;	6976 JP
9983	;	8140 JP	;	6976 JP
9984	;	8150 JP	;	6976 JP
9985	;	000831 CH	;	6981 JP
9986	;	247540 KS	;	6981 JP
9987	;	2715 JP	;	6981 JP
9988	;	299030 KS	;	6981 JP
9989	;	3132 JP	;	6981 JP
9990	;	5363 JP	;	6981 JP
9991	;	5713 JP	;	6981 JP
9992	;	6182 TT	;	6981 JP
9993	;	6258 JP	;	6981 JP
9994	;	6387 JP	;	6981 JP
9995	;	6503 JP	;	6981 JP
9996	;	6619 JP	;	6981 JP
9997	;	6656 JP	;	6981 JP
9998	;	6988 JP	;	6981 JP
9999	;	7510 JP	;	6981 JP
10000	;	7537 JP	;	6981 JP
10001	;	8140 JP	;	6981 JP
10002	;	DIOD US	;	6981 JP
10003	;	ELG GR	;	6981 JP
10004	;	IFX GR	;	6981 JP
10005	;	KEYS US	;	6981 JP
10006	;	KLAC US	;	6981 JP
10007	;	MKSI US	;	6981 JP
10008	;	PTSN IJ	;	6981 JP
10009	;	SOLB BB	;	6981 JP
10010	;	5713 JP	;	6989 JP
10011	;	6752 JP	;	6989 JP
10012	;	7240 JP	;	6989 JP
10013	;	7537 JP	;	6989 JP
10014	;	8140 JP	;	6989 JP
10015	;	8150 JP	;	6989 JP
10016	;	7510 JP	;	6994 JP
10017	;	8084 JP	;	6994 JP
10018	;	009470 KS	;	6996 JP
10019	;	4004 JP	;	6996 JP
10020	;	5301 JP	;	6996 JP
10021	;	6963 JP	;	6996 JP
10022	;	6988 JP	;	6996 JP
10023	;	7240 JP	;	6996 JP
10024	;	005680 KS	;	6997 JP
10025	;	3132 JP	;	6997 JP
10026	;	3402 JP	;	6997 JP
10027	;	4004 JP	;	6997 JP
10028	;	4114 JP	;	6997 JP
10029	;	4246 JP	;	6997 JP
10030	;	7240 JP	;	6997 JP
10031	;	8140 JP	;	6997 JP
10032	;	002341 CH	;	732 HK
10033	;	002388 CH	;	732 HK
10034	;	078150 KS	;	732 HK
10035	;	078650 KS	;	732 HK
10036	;	080000 KS	;	732 HK
10037	;	171090 KS	;	732 HK
10038	;	2458 TT	;	732 HK
10039	;	265520 KS	;	732 HK
10040	;	6258 JP	;	732 HK
10041	;	6988 JP	;	732 HK
10042	;	HIMX US	;	732 HK
10043	;	IVAC US	;	732 HK
10044	;	6752 JP	;	7739 JP
10045	;	6981 JP	;	7739 JP
10046	;	7240 JP	;	7739 JP
10047	;	7751 JP	;	7739 JP
10048	;	6479 JP	;	7746 JP
10049	;	3101 JP	;	7915 JP
10050	;	6594 JP	;	7915 JP
10051	;	6856 JP	;	7915 JP
10052	;	6988 JP	;	7915 JP
10053	;	7735 JP	;	7915 JP
10054	;	002916 CH	;	8021 TT
10055	;	3037 TT	;	8021 TT
10056	;	5713 JP	;	8021 TT
10057	;	6503 JP	;	8032 TT
10058	;	6723 JP	;	8032 TT
10059	;	SMTC US	;	8032 TT
10060	;	4004 JP	;	8042 TT
10061	;	600673 CH	;	8042 TT
10062	;	600888 CH	;	8042 TT
10063	;	603115 CH	;	8042 TT
10064	;	6752 JP	;	8042 TT
10065	;	042700 KS	;	8046 TT
10066	;	1303 TT	;	8046 TT
10067	;	5302 JP	;	8046 TT
10068	;	5609 JP	;	8046 TT
10069	;	6112 JP	;	8046 TT
10070	;	FND TB	;	8046 TT
10071	;	PER MK	;	8046 TT
10072	;	1907 TT	;	8069 TT
10073	;	3141 TT	;	8069 TT
10074	;	4005 JP	;	8069 TT
10075	;	6988 JP	;	8069 TT
10076	;	6752 JP	;	8080 TT
10077	;	1304 TT	;	8121 TT
10078	;	1308 TT	;	8121 TT
10079	;	ERA FP	;	8121 TT
10080	;	SABIC AB	;	8147 TT
10081	;	SANM US	;	8147 TT
10082	;	2317 TT	;	8155 TT
10083	;	2317 TT	;	8179 TT
10084	;	3037 TT	;	8179 TT
10085	;	6679 TT	;	8182 TT
10086	;	6962 JP	;	8182 TT
10087	;	6981 JP	;	8182 TT
10088	;	1303 TT	;	8213 TT
10089	;	3276 TT	;	8213 TT
10090	;	5480 TT	;	8213 TT
10091	;	5801 JP	;	8213 TT
10092	;	600101 CH	;	8213 TT
10093	;	ESI US	;	8213 TT
10094	;	2352 TT	;	8215 TT
10095	;	2397 TT	;	8215 TT
10096	;	3401 JP	;	8215 TT
10097	;	6112 TT	;	8215 TT
10098	;	6752 JP	;	8215 TT
10099	;	066570 KS	;	8240 TT
10100	;	3010 TT	;	8240 TT
10101	;	3402 JP	;	8240 TT
10102	;	4005 JP	;	8240 TT
10103	;	4251 JP	;	8240 TT
10104	;	3105 JP	;	8289 TT
10105	;	3407 JP	;	8289 TT
10106	;	5333 JP	;	8289 TT
10107	;	600516 CH	;	APH US
10108	;	600808 CH	;	APH US
10109	;	601968 CH	;	APH US
10110	;	6442 TT	;	APH US
10111	;	CTS US	;	APH US
10112	;	ELG GR	;	APH US
10113	;	KWR US	;	APH US
10114	;	LEO GR	;	APH US
10115	;	MPWR US	;	APH US
10116	;	SOG FP	;	APH US
10117	;	ZBRA US	;	APH US
10118	;	042700 KS	;	ATS AV
10119	;	6752 JP	;	ATS AV
10120	;	COHU US	;	ATS AV
10121	;	000425 CH	;	BDC US
10122	;	2327 TT	;	BDC US
10123	;	3023 TT	;	BDC US
10124	;	LXI LN	;	BDC US
10125	;	MLNX US	;	BDC US
10126	;	RAK NZ	;	CTE IN
10127	;	3576 TT	;	DELTA TB
10128	;	SNC TB	;	DELTA TB
10129	;	SWCH US	;	DLB US
10130	;	056190 KS	;	GLW US
10131	;	089790 KS	;	GLW US
10132	;	5209 TT	;	GLW US
10133	;	6442 TT	;	GLW US
10134	;	6954 JP	;	GLW US
10135	;	ALB US	;	GLW US
10136	;	DSM NA	;	GLW US
10137	;	DY US	;	GLW US
10138	;	LFUS US	;	GLW US
10139	;	ZBRA US	;	GLW US
10140	;	300227 CH	;	HIP SP
10141	;	AMKR US	;	IDEX NO
10142	;	3105 TT	;	IIVI US
10143	;	BESI NA	;	IIVI US
10144	;	COREA SS	;	IIVI US
10145	;	FN US	;	IIVI US
10146	;	KEYS US	;	IIVI US
10147	;	QRVO US	;	IIVI US
10148	;	STM FP	;	IIVI US
10149	;	VECO US	;	IIVI US
10150	;	033170 KS	;	KN US
10151	;	6616 JP	;	LFUS US
10152	;	KMI US	;	LFUS US
10153	;	NNBR US	;	LFUS US
10154	;	PPG US	;	LFUS US
10155	;	RHIM LN	;	LFUS US
10156	;	USIM5 BZ	;	LFUS US
10157	;	MTRN US	;	MPAD US
10158	;	2357 TT	;	PTSN IJ
10159	;	4938 TT	;	PTSN IJ
10160	;	6981 JP	;	PTSN IJ
10161	;	2484 TT	;	RAK NZ
10162	;	CTE IN	;	RAK NZ
10163	;	002463 CH	;	SCE GR
10164	;	MCHP US	;	SOLI LN
10165	;	002079 CH	;	VSH US
10166	;	042700 KS	;	VSH US
10167	;	6182 TT	;	VSH US
10168	;	6488 TT	;	VSH US
10169	;	COHU US	;	VSH US
10170	;	TSEM IT	;	VSH US
10171	;	002403 CH	;	000913 CH
10172	;	BRE IM	;	000913 CH
10173	;	7247 JP	;	1599 TT
10174	;	7296 JP	;	1599 TT
10175	;	200625 CH	;	200054 CH
10176	;	422 HK	;	2206 TT
10177	;	6121 TT	;	2206 TT
10178	;	6501 JP	;	2206 TT
10179	;	7220 JP	;	2206 TT
10180	;	7296 JP	;	2206 TT
10181	;	7988 JP	;	2206 TT
10182	;	2206 TT	;	422 HK
10183	;	7247 JP	;	600877 CH
10184	;	600615 CH	;	603766 CH
10185	;	CAT US	;	603766 CH
10186	;	CMI US	;	603766 CH
10187	;	NEMAKA MM	;	603766 CH
10188	;	3652 JP	;	7272 JP
10189	;	5184 JP	;	7272 JP
10190	;	5401 JP	;	7272 JP
10191	;	5851 JP	;	7272 JP
10192	;	5852 JP	;	7272 JP
10193	;	5993 JP	;	7272 JP
10194	;	6147 JP	;	7272 JP
10195	;	6218 JP	;	7272 JP
10196	;	6473 JP	;	7272 JP
10197	;	6501 JP	;	7272 JP
10198	;	6503 JP	;	7272 JP
10199	;	6899 JP	;	7272 JP
10200	;	6902 JP	;	7272 JP
10201	;	7230 JP	;	7272 JP
10202	;	7236 JP	;	7272 JP
10203	;	7238 JP	;	7272 JP
10204	;	7242 JP	;	7272 JP
10205	;	7247 JP	;	7272 JP
10206	;	7274 JP	;	7272 JP
10207	;	7276 JP	;	7272 JP
10208	;	7283 JP	;	7272 JP
10209	;	7287 JP	;	7272 JP
10210	;	7296 JP	;	7272 JP
10211	;	CMT US	;	7272 JP
10212	;	TATA IN	;	7272 JP
10213	;	7247 JP	;	8937 TT
10214	;	FR FP	;	ATA IN
10215	;	5184 JP	;	BJAUT IN
10216	;	7251 JP	;	BJAUT IN
10217	;	7278 JP	;	BJAUT IN
10218	;	7296 JP	;	BJAUT IN
10219	;	AMRJ IN	;	BJAUT IN
10220	;	BJE IN	;	BJAUT IN
10221	;	JKI IN	;	BJAUT IN
10222	;	LMAX IN	;	BJAUT IN
10223	;	RAI IN	;	BJAUT IN
10224	;	TER US	;	BJAUT IN
10225	;	6444 JP	;	EIM IN
10226	;	6501 JP	;	EIM IN
10227	;	6902 JP	;	EIM IN
10228	;	7220 JP	;	EIM IN
10229	;	7251 JP	;	EIM IN
10230	;	7278 JP	;	EIM IN
10231	;	7296 JP	;	EIM IN
10232	;	AKW FP	;	EIM IN
10233	;	AMRJ IN	;	EIM IN
10234	;	CEBB IN	;	EIM IN
10235	;	CVGI US	;	EIM IN
10236	;	DSY FP	;	EIM IN
10237	;	FR FP	;	EIM IN
10238	;	JKI IN	;	EIM IN
10239	;	MSS IN	;	EIM IN
10240	;	MTOR US	;	EIM IN
10241	;	TATA IN	;	EIM IN
10242	;	TEN US	;	EIM IN
10243	;	VC US	;	EIM IN
10244	;	DAN US	;	FUV US
10245	;	5184 JP	;	HMCL IN
10246	;	6902 JP	;	HMCL IN
10247	;	7220 JP	;	HMCL IN
10248	;	7251 JP	;	HMCL IN
10249	;	7278 JP	;	HMCL IN
10250	;	7280 JP	;	HMCL IN
10251	;	7296 JP	;	HMCL IN
10252	;	CIE SM	;	HMCL IN
10253	;	JKI IN	;	HMCL IN
10254	;	KKR US	;	HMCL IN
10255	;	NITOLINS BD	;	HMCL IN
10256	;	RAI IN	;	HMCL IN
10257	;	SVAT IN	;	HMCL IN
10258	;	TATA IN	;	HMCL IN
10259	;	092200 KS	;	HOG US
10260	;	5110 JP	;	HOG US
10261	;	5184 JP	;	HOG US
10262	;	6752 JP	;	HOG US
10263	;	6902 JP	;	HOG US
10264	;	6904 JP	;	HOG US
10265	;	7230 JP	;	HOG US
10266	;	7247 JP	;	HOG US
10267	;	7274 JP	;	HOG US
10268	;	7287 JP	;	HOG US
10269	;	AXL US	;	HOG US
10270	;	BRE IM	;	HOG US
10271	;	CPS US	;	HOG US
10272	;	MEI US	;	HOG US
10273	;	ML FP	;	HOG US
10274	;	MSS IN	;	HOG US
10275	;	SHA GR	;	HOG US
10276	;	TEN US	;	HOG US
10277	;	TRELB SS	;	HOG US
10278	;	VK FP	;	HOG US
10279	;	5184 JP	;	PIA IM
10280	;	5191 JP	;	PIA IM
10281	;	7220 JP	;	PIA IM
10282	;	7247 JP	;	PIA IM
10283	;	7251 JP	;	PIA IM
10284	;	7287 JP	;	PIA IM
10285	;	BRE IM	;	PIA IM
10286	;	ISSC US	;	PIA IM
10287	;	MSS IN	;	PIA IM
10288	;	PIRC IM	;	PIA IM
10289	;	TATA IN	;	PIA IM
10290	;	7247 JP	;	PMAG AV
10291	;	7251 JP	;	PMAG AV
10292	;	BRE IM	;	PMAG AV
10293	;	CON GR	;	PMAG AV
10294	;	PIRC IM	;	PMAG AV
10295	;	PTC US	;	PMAG AV
10296	;	7220 JP	;	TVSL IN
10297	;	7251 JP	;	TVSL IN
10298	;	7274 JP	;	TVSL IN
10299	;	7296 JP	;	TVSL IN
10300	;	CIE SM	;	TVSL IN
10301	;	CTS US	;	TVSL IN
10302	;	FIEM IN	;	TVSL IN
10303	;	INE IN	;	TVSL IN
10304	;	SBL IN	;	TVSL IN
10305	;	SDC IN	;	TVSL IN
10306	;	SF IN	;	TVSL IN
10307	;	SRTY IN	;	TVSL IN
10308	;	TATA IN	;	TVSL IN
10309	;	TVSEL IN	;	TVSL IN
10310	;	WHL IN	;	TVSL IN
10311	;	TFI FP	;	000676 CH
10312	;	300499 CH	;	002123 CH
10313	;	600468 CH	;	002123 CH
10314	;	6502 JP	;	002123 CH
10315	;	ABBN SW	;	002123 CH
10316	;	SIE GR	;	002123 CH
10317	;	4901 JP	;	002153 CH
10318	;	6724 JP	;	002153 CH
10319	;	ORCL US	;	002153 CH
10320	;	941 HK	;	002230 CH
10321	;	MLNX US	;	002230 CH
10322	;	NVDA US	;	002230 CH
10323	;	002456 CH	;	002232 CH
10324	;	6503 JP	;	002232 CH
10325	;	900901 CH	;	002232 CH
10326	;	HPQ US	;	002232 CH
10327	;	IBM US	;	002232 CH
10328	;	000034 CH	;	002657 CH
10329	;	000977 CH	;	002657 CH
10330	;	002065 CH	;	002657 CH
10331	;	002183 CH	;	002657 CH
10332	;	054920 KS	;	030520 KS
10333	;	077280 KS	;	030520 KS
10334	;	086960 KS	;	030520 KS
10335	;	004360 KS	;	039310 KS
10336	;	030200 KS	;	039420 KS
10337	;	108860 KS	;	041020 KS
10338	;	208370 KS	;	041020 KS
10339	;	030200 KS	;	053350 KS
10340	;	058850 KS	;	053350 KS
10341	;	058860 KS	;	053350 KS
10342	;	001360 KS	;	064800 KS
10343	;	041590 KS	;	064800 KS
10344	;	065940 KS	;	064800 KS
10345	;	082270 KS	;	064800 KS
10346	;	110790 KS	;	064800 KS
10347	;	153460 KS	;	069410 KS
10348	;	017670 KS	;	078000 KS
10349	;	052190 KS	;	079970 KS
10350	;	028080 KS	;	085810 KS
10351	;	115160 KS	;	085810 KS
10352	;	030520 KS	;	086960 KS
10353	;	054920 KS	;	086960 KS
10354	;	CON GR	;	086960 KS
10355	;	NVDA US	;	086960 KS
10356	;	041020 KS	;	108860 KS
10357	;	208370 KS	;	108860 KS
10358	;	069410 KS	;	153460 KS
10359	;	021960 KS	;	208640 KS
10360	;	6758 JP	;	208640 KS
10361	;	121890 KS	;	234300 KS
10362	;	ORCL US	;	2352 JP
10363	;	6752 JP	;	2468 JP
10364	;	049480 KS	;	263800 KS
10365	;	IBM US	;	263800 KS
10366	;	002415 CH	;	300081 CH
10367	;	300857 CH	;	300081 CH
10368	;	000034 CH	;	300096 CH
10369	;	600770 CH	;	300096 CH
10370	;	85 HK	;	300096 CH
10371	;	6752 JP	;	300212 CH
10372	;	2347 TT	;	300271 CH
10373	;	300296 CH	;	300271 CH
10374	;	600100 CH	;	300271 CH
10375	;	600271 CH	;	300271 CH
10376	;	6701 JP	;	300271 CH
10377	;	000063 CH	;	300277 CH
10378	;	000555 CH	;	300277 CH
10379	;	NOKIA FH	;	300277 CH
10380	;	BIDU US	;	300377 CH
10381	;	861 HK	;	300378 CH
10382	;	318020 KS	;	300496 CH
10383	;	KU2 GR	;	300532 CH
10384	;	000034 CH	;	3570 TT
10385	;	2347 TT	;	3570 TT
10386	;	6123 TT	;	3570 TT
10387	;	ADBE US	;	3570 TT
10388	;	PTC US	;	3570 TT
10389	;	SIE GR	;	3570 TT
10390	;	3626 JP	;	3826 JP
10391	;	6752 JP	;	3858 JP
10392	;	1810 HK	;	3888 HK
10393	;	KC US	;	3888 HK
10394	;	VNET US	;	3888 HK
10395	;	3371 JP	;	3969 JP
10396	;	600601 CH	;	418 HK
10397	;	ORCL US	;	418 HK
10398	;	SIE GR	;	4312 JP
10399	;	8060 JP	;	4323 JP
10400	;	4307 JP	;	4333 JP
10401	;	6503 JP	;	4667 JP
10402	;	3101 JP	;	4699 JP
10403	;	8057 JP	;	4699 JP
10404	;	8060 JP	;	4699 JP
10405	;	7912 JP	;	4847 JP
10406	;	ATO FP	;	4847 JP
10407	;	2458 TT	;	5211 TT
10408	;	000977 CH	;	596 HK
10409	;	600756 CH	;	596 HK
10410	;	INTC US	;	596 HK
10411	;	000032 CH	;	600536 CH
10412	;	000066 CH	;	600536 CH
10413	;	000638 CH	;	600536 CH
10414	;	ORCL US	;	600536 CH
10415	;	000156 CH	;	600570 CH
10416	;	008970 KS	;	600570 CH
10417	;	028670 KS	;	600570 CH
10418	;	5698 JP	;	600570 CH
10419	;	601519 CH	;	600570 CH
10420	;	688688 CH	;	600570 CH
10421	;	BABA US	;	600570 CH
10422	;	VSVS LN	;	600570 CH
10423	;	ABBN SW	;	600571 CH
10424	;	3023 TT	;	600718 CH
10425	;	603019 CH	;	600718 CH
10426	;	6770 JP	;	600718 CH
10427	;	002396 CH	;	603636 CH
10428	;	002415 CH	;	603636 CH
10429	;	9433 JP	;	6047 JP
10430	;	2412 TT	;	6516 TT
10431	;	GOOGL US	;	6516 TT
10432	;	2347 TT	;	6590 TT
10433	;	6214 TT	;	6590 TT
10434	;	603019 CH	;	688568 CH
10435	;	2353 TT	;	8416 TT
10436	;	DDD US	;	8416 TT
10437	;	DSY FP	;	8416 TT
10438	;	600019 CH	;	900926 CH
10439	;	3766 JP	;	9629 JP
10440	;	8060 JP	;	9709 JP
10441	;	8060 JP	;	9790 JP
10442	;	8060 JP	;	9928 JP
10443	;	IBM US	;	ACIW US
10444	;	AKAM US	;	ADBE US
10445	;	CHGG US	;	ADBE US
10446	;	DLN LN	;	ADBE US
10447	;	DSY FP	;	ADBE US
10448	;	HPE US	;	ADBE US
10449	;	KRC US	;	ADBE US
10450	;	NVDA US	;	ADBE US
10451	;	PSTG US	;	ADBE US
10452	;	STX US	;	ADBE US
10453	;	SWCH US	;	ADBE US
10454	;	AAT US	;	ADSK US
10455	;	AKAM US	;	ADSK US
10456	;	HBRN ID	;	ADSK US
10457	;	IBM US	;	ADSK US
10458	;	MLNX US	;	ADSK US
10459	;	NVDA US	;	ADSK US
10460	;	SBREIT SP	;	ADSK US
10461	;	SWCH US	;	AGYS US
10462	;	SLAB US	;	ALRM US
10463	;	ACX SM	;	ANSS US
10464	;	ATI US	;	ANSS US
10465	;	DSY FP	;	ANSS US
10466	;	HNDL IN	;	ANSS US
10467	;	NATI US	;	ANSS US
10468	;	NVDA US	;	ANSS US
10469	;	PTC US	;	ANSS US
10470	;	SIE GR	;	ANSS US
10471	;	SSABA SS	;	ANSS US
10472	;	ZEK US	;	ANSS US
10473	;	IBM US	;	AOF GR
10474	;	SU FP	;	AVV LN
10475	;	FLEX US	;	AVYA US
10476	;	NUAN US	;	AVYA US
10477	;	IBM US	;	BL US
10478	;	SWCH US	;	BL US
10479	;	ATEN US	;	BOX US
10480	;	KRC US	;	BOX US
10481	;	SWCH US	;	BOX US
10482	;	ADBE US	;	BSQR US
10483	;	INTC US	;	BSQR US
10484	;	MSFT US	;	BSQR US
10485	;	6473 JP	;	CDK US
10486	;	7278 JP	;	CDK US
10487	;	KEYS US	;	CDK US
10488	;	MSS IN	;	CDK US
10489	;	OERL SW	;	CDK US
10490	;	SWCH US	;	CDK US
10491	;	TWI US	;	CDK US
10492	;	FDX US	;	CLA FP
10493	;	UPS US	;	CLA FP
10494	;	MLNX US	;	CLDR US
10495	;	ORCL US	;	CLDR US
10496	;	PSTG US	;	CLDR US
10497	;	WDC US	;	CLDR US
10498	;	1810 HK	;	CMCM US
10499	;	700 HK	;	CMCM US
10500	;	VNET US	;	CMCM US
10501	;	AKZA NA	;	COUP US
10502	;	CIE SM	;	COUP US
10503	;	NHY NO	;	COUP US
10504	;	SLCA US	;	COUP US
10505	;	SW1 GR	;	COUP US
10506	;	ADBE US	;	CRM US
10507	;	AKAM US	;	CRM US
10508	;	CAI AV	;	CRM US
10509	;	CAP FP	;	CRM US
10510	;	DCG AU	;	CRM US
10511	;	EQC US	;	CRM US
10512	;	HPP US	;	CRM US
10513	;	IMO LN	;	CRM US
10514	;	KRC US	;	CRM US
10515	;	MND AU	;	CRM US
10516	;	MUR SJ	;	CRM US
10517	;	NOKIA FH	;	CRM US
10518	;	PDM US	;	CRM US
10519	;	PTC US	;	CRM US
10520	;	SBLK US	;	CRM US
10521	;	SWCH US	;	CRM US
10522	;	SXE AU	;	CRM US
10523	;	DSY FP	;	CSH GR
10524	;	IBM US	;	CSH GR
10525	;	AKAM US	;	CSOD US
10526	;	ATEN US	;	CSOD US
10527	;	WDC US	;	CSOD US
10528	;	5302 JP	;	CTXS US
10529	;	5609 JP	;	CTXS US
10530	;	6112 JP	;	CTXS US
10531	;	ADBE US	;	CTXS US
10532	;	FLEX US	;	CTXS US
10533	;	FND TB	;	CTXS US
10534	;	HPE US	;	CTXS US
10535	;	NTAP US	;	CTXS US
10536	;	NVDA US	;	CTXS US
10537	;	PER MK	;	CTXS US
10538	;	PSTG US	;	CTXS US
10539	;	SWCH US	;	CTXS US
10540	;	WDC US	;	CTXS US
10541	;	105740 KS	;	DBX US
10542	;	8941 TT	;	DBX US
10543	;	AMD US	;	DBX US
10544	;	KRC US	;	DBX US
10545	;	NFPI IN	;	DBX US
10546	;	STRT US	;	DBX US
10547	;	STX US	;	DBX US
10548	;	WDC US	;	DBX US
10549	;	ACN US	;	DCT US
10550	;	1723 TT	;	DOCU US
10551	;	3663 TT	;	DOCU US
10552	;	8053 JP	;	DOCU US
10553	;	CXP US	;	DOCU US
10554	;	KWR US	;	DOCU US
10555	;	SIE GR	;	DOCU US
10556	;	SWCH US	;	DOCU US
10557	;	AKA FP	;	DSY FP
10558	;	COV FP	;	DSY FP
10559	;	LAT FP	;	DSY FP
10560	;	NTAP US	;	DSY FP
10561	;	NVDA US	;	DSY FP
10562	;	SWCH US	;	DSY FP
10563	;	AMS SM	;	EBIX US
10564	;	ADBE US	;	ENGH CN
10565	;	IPGP US	;	ESI FP
10566	;	NVDA US	;	ESI FP
10567	;	SOP FP	;	GBG LN
10568	;	ORCL US	;	GENX FP
10569	;	SWCH US	;	GWRE US
10570	;	HBRN ID	;	HUBS US
10571	;	ADBE US	;	INTU US
10572	;	AI FP	;	INTU US
10573	;	PSTG US	;	INTU US
10574	;	SKFB SS	;	INTU US
10575	;	SWCH US	;	INTU US
10576	;	TECK/B CN	;	INTU US
10577	;	TX US	;	INTU US
10578	;	ATO FP	;	LIN FP
10579	;	IBM US	;	LIN FP
10580	;	HAL US	;	LMAS IJ
10581	;	ORCL US	;	MANH US
10582	;	DELL US	;	MCRO LN
10583	;	HPE US	;	MCRO LN
10584	;	IBM US	;	MCRO LN
10585	;	MLNX US	;	MCRO LN
10586	;	NVDA US	;	MCRO LN
10587	;	OPI US	;	MCRO LN
10588	;	BLND LN	;	MIME US
10589	;	HEI GR	;	MIX SJ
10590	;	SPG SJ	;	MIX SJ
10591	;	SWCH US	;	MRIN US
