ID		from		to
7068	;	MG CN	;	7269 JP
7069	;	MSIL IN	;	7269 JP
7070	;	PPAP IN	;	7269 JP
7071	;	5191 JP	;	7270 JP
7072	;	5851 JP	;	7270 JP
7073	;	5852 JP	;	7270 JP
7074	;	5970 JP	;	7270 JP
7075	;	5988 JP	;	7270 JP
7076	;	5991 JP	;	7270 JP
7077	;	5993 JP	;	7270 JP
7078	;	6462 JP	;	7270 JP
7079	;	6594 JP	;	7270 JP
7080	;	6776 JP	;	7270 JP
7081	;	6904 JP	;	7270 JP
7082	;	6982 JP	;	7270 JP
7083	;	6995 JP	;	7270 JP
7084	;	7278 JP	;	7270 JP
7085	;	7280 JP	;	7270 JP
7086	;	7287 JP	;	7270 JP
7087	;	7299 JP	;	7270 JP
7088	;	AVP CN	;	7270 JP
7089	;	MG CN	;	7270 JP
7090	;	000810 CH	;	729 HK
7091	;	425 HK	;	AML LN
7092	;	5101 JP	;	AML LN
7093	;	6904 JP	;	AML LN
7094	;	BRE IM	;	AML LN
7095	;	DAN US	;	AML LN
7096	;	EO FP	;	AML LN
7097	;	GNTX US	;	AML LN
7098	;	KOA NO	;	AML LN
7099	;	LEO GR	;	AML LN
7100	;	MEI US	;	AML LN
7101	;	MG CN	;	AML LN
7102	;	MRE CN	;	AML LN
7103	;	MSS IN	;	AML LN
7104	;	PIRC IM	;	AML LN
7105	;	PYT AV	;	AML LN
7106	;	SO IM	;	AML LN
7107	;	ST US	;	AML LN
7108	;	STRT US	;	AML LN
7109	;	TIFS LN	;	AML LN
7110	;	5108 JP	;	ASII IJ
7111	;	5644 JP	;	ASII IJ
7112	;	6301 JP	;	ASII IJ
7113	;	6462 JP	;	ASII IJ
7114	;	6902 JP	;	ASII IJ
7115	;	7259 JP	;	ASII IJ
7116	;	ACST IJ	;	ASII IJ
7117	;	ADHI IJ	;	ASII IJ
7118	;	ASGR IJ	;	ASII IJ
7119	;	AUTO IJ	;	ASII IJ
7120	;	CSCO US	;	ASII IJ
7121	;	DELL US	;	ASII IJ
7122	;	HPE US	;	ASII IJ
7123	;	PIRC IM	;	ASII IJ
7124	;	TURI IJ	;	ASII IJ
7125	;	UNTR IJ	;	ASII IJ
7126	;	AKA FP	;	AVAZ RM
7127	;	EO FP	;	AVAZ RM
7128	;	MAGN RM	;	AVAZ RM
7129	;	POM FP	;	AVAZ RM
7130	;	TEN US	;	AVAZ RM
7131	;	1563 TT	;	BMW GR
7132	;	AUTN SW	;	BMW GR
7133	;	BRE IM	;	BMW GR
7134	;	BUR FP	;	BMW GR
7135	;	CON GR	;	BMW GR
7136	;	GMM GR	;	BMW GR
7137	;	GTXMQ US	;	BMW GR
7138	;	IBM US	;	BMW GR
7139	;	LEO GR	;	BMW GR
7140	;	MT NA	;	BMW GR
7141	;	POM FP	;	BMW GR
7142	;	RAI IN	;	BMW GR
7143	;	SHA GR	;	BMW GR
7144	;	SUP US	;	BMW GR
7145	;	TEN US	;	BMW GR
7146	;	TKA GR	;	BMW GR
7147	;	013720 KS	;	DAI GR
7148	;	6625 JP	;	DAI GR
7149	;	688567 CH	;	DAI GR
7150	;	7246 JP	;	DAI GR
7151	;	7273 JP	;	DAI GR
7152	;	AKA FP	;	DAI GR
7153	;	ALSN US	;	DAI GR
7154	;	BUR FP	;	DAI GR
7155	;	CMI US	;	DAI GR
7156	;	CON GR	;	DAI GR
7157	;	CVGI US	;	DAI GR
7158	;	GMM GR	;	DAI GR
7159	;	MSAG GR	;	DAI GR
7160	;	MT NA	;	DAI GR
7161	;	MTOR US	;	DAI GR
7162	;	PGN GR	;	DAI GR
7163	;	POM FP	;	DAI GR
7164	;	PSIX US	;	DAI GR
7165	;	PYT AV	;	DAI GR
7166	;	SHA GR	;	DAI GR
7167	;	TEN US	;	DAI GR
7168	;	TKA GR	;	DAI GR
7169	;	VOE AV	;	DAI GR
7170	;	WBC US	;	DAI GR
7171	;	6161 JP	;	DRB MK
7172	;	6301 JP	;	DRB MK
7173	;	6444 JP	;	DRB MK
7174	;	6462 JP	;	DRB MK
7175	;	6904 JP	;	DRB MK
7176	;	7247 JP	;	DRB MK
7177	;	7278 JP	;	DRB MK
7178	;	AH TB	;	DRB MK
7179	;	EO FP	;	DRB MK
7180	;	KJB MK	;	DRB MK
7181	;	MG CN	;	DRB MK
7182	;	POM FP	;	DRB MK
7183	;	018880 KS	;	F US
7184	;	300176 CH	;	F US
7185	;	7254 JP	;	F US
7186	;	7296 JP	;	F US
7187	;	AKW FP	;	F US
7188	;	CON GR	;	F US
7189	;	CPS US	;	F US
7190	;	HWM US	;	F US
7191	;	LNR CN	;	F US
7192	;	MRE CN	;	F US
7193	;	MT NA	;	F US
7194	;	NEMAKA MM	;	F US
7195	;	STRT US	;	F US
7196	;	TEN US	;	F US
7197	;	TKA GR	;	F US
7198	;	TNAV US	;	F US
7199	;	UFAB US	;	F US
7200	;	200550 CH	;	FROTO TI
7201	;	AES US	;	FROTO TI
7202	;	ARCLK TI	;	FROTO TI
7203	;	AYGAZ TI	;	FROTO TI
7204	;	KCHOL TI	;	FROTO TI
7205	;	MG CN	;	FROTO TI
7206	;	MG CN	;	GAZA RM
7207	;	008350 KS	;	GM US
7208	;	013720 KS	;	GM US
7209	;	031510 KS	;	GM US
7210	;	113810 KS	;	GM US
7211	;	6501 JP	;	GM US
7212	;	7238 JP	;	GM US
7213	;	AXL US	;	GM US
7214	;	BUR FP	;	GM US
7215	;	CPS US	;	GM US
7216	;	IBM US	;	GM US
7217	;	LNR CN	;	GM US
7218	;	MEI US	;	GM US
7219	;	MRE CN	;	GM US
7220	;	MT NA	;	GM US
7221	;	NEMAKA MM	;	GM US
7222	;	PTSI US	;	GM US
7223	;	SHA GR	;	GM US
7224	;	STRT US	;	GM US
7225	;	SUP US	;	GM US
7226	;	TEN US	;	GM US
7227	;	TNAV US	;	GM US
7228	;	UFAB US	;	GM US
7229	;	AMRJ IN	;	HM IN
7230	;	ALSN US	;	KARSN TI
7231	;	DAN US	;	KARSN TI
7232	;	BWA US	;	LI US
7233	;	EO FP	;	LI US
7234	;	ML FP	;	LI US
7235	;	003620 KS	;	MM IN
7236	;	204320 KS	;	MM IN
7237	;	6444 JP	;	MM IN
7238	;	6995 JP	;	MM IN
7239	;	7259 JP	;	MM IN
7240	;	7280 JP	;	MM IN
7241	;	AH TB	;	MM IN
7242	;	ALV US	;	MM IN
7243	;	FR FP	;	MM IN
7244	;	GNTX US	;	MM IN
7245	;	IBM US	;	MM IN
7246	;	JKI IN	;	MM IN
7247	;	LEA US	;	MM IN
7248	;	MACA IN	;	MM IN
7249	;	MG CN	;	MM IN
7250	;	MSS IN	;	MM IN
7251	;	PINF IM	;	MM IN
7252	;	TECHM IN	;	MM IN
7253	;	TEN US	;	MM IN
7254	;	TWI US	;	MM IN
7255	;	VOD LN	;	MM IN
7256	;	WBC US	;	MM IN
7257	;	1316 HK	;	MSIL IN
7258	;	5101 JP	;	MSIL IN
7259	;	5852 JP	;	MSIL IN
7260	;	6444 JP	;	MSIL IN
7261	;	6902 JP	;	MSIL IN
7262	;	7220 JP	;	MSIL IN
7263	;	7247 JP	;	MSIL IN
7264	;	7269 JP	;	MSIL IN
7265	;	7277 JP	;	MSIL IN
7266	;	7278 JP	;	MSIL IN
7267	;	7722 JP	;	MSIL IN
7268	;	AH TB	;	MSIL IN
7269	;	AMRJ IN	;	MSIL IN
7270	;	BSET IN	;	MSIL IN
7271	;	EO FP	;	MSIL IN
7272	;	FR FP	;	MSIL IN
7273	;	LMAX IN	;	MSIL IN
7274	;	MG CN	;	MSIL IN
7275	;	POM FP	;	MSIL IN
7276	;	PPAP IN	;	MSIL IN
7277	;	RAI IN	;	MSIL IN
7278	;	TEN US	;	MSIL IN
7279	;	5970 JP	;	NIO US
7280	;	ABBN SW	;	NIO US
7281	;	ADNT US	;	NIO US
7282	;	ALV US	;	NIO US
7283	;	ANDR AV	;	NIO US
7284	;	AUTN SW	;	NIO US
7285	;	BITA US	;	NIO US
7286	;	BRE IM	;	NIO US
7287	;	CON GR	;	NIO US
7288	;	EO FP	;	NIO US
7289	;	FLEX US	;	NIO US
7290	;	GNTX US	;	NIO US
7291	;	HNDL IN	;	NIO US
7292	;	MEI US	;	NIO US
7293	;	MG CN	;	NIO US
7294	;	ML FP	;	NIO US
7295	;	POM FP	;	NIO US
7296	;	SKFB SS	;	NIO US
7297	;	THRM US	;	NIO US
7298	;	2382 HK	;	NSU GR
7299	;	3105 JP	;	NSU GR
7300	;	3401 JP	;	NSU GR
7301	;	6762 JP	;	NSU GR
7302	;	7296 JP	;	NSU GR
7303	;	ADBE US	;	NSU GR
7304	;	ADP FP	;	NSU GR
7305	;	ATE FP	;	NSU GR
7306	;	DTE GR	;	NSU GR
7307	;	ERICB SS	;	NSU GR
7308	;	IFX GR	;	NSU GR
7309	;	KU2 GR	;	NSU GR
7310	;	NOKIA FH	;	NSU GR
7311	;	OERL SW	;	NSU GR
7312	;	PVL FP	;	NSU GR
7313	;	PVL FP	;	PAH3 GR
7314	;	SIG LN	;	PINF IM
7315	;	TECHM IN	;	PINF IM
7316	;	002751 CH	;	RACE US
7317	;	5108 JP	;	RACE US
7318	;	5191 JP	;	RACE US
7319	;	6444 JP	;	RACE US
7320	;	6462 JP	;	RACE US
7321	;	APTV US	;	RACE US
7322	;	BRE IM	;	RACE US
7323	;	DAN US	;	RACE US
7324	;	FR FP	;	RACE US
7325	;	HNDL IN	;	RACE US
7326	;	KKR US	;	RACE US
7327	;	LEA US	;	RACE US
7328	;	LXFR US	;	RACE US
7329	;	MEI US	;	RACE US
7330	;	MG CN	;	RACE US
7331	;	ML FP	;	RACE US
7332	;	PIRC IM	;	RACE US
7333	;	SKFB SS	;	RACE US
7334	;	SOLB BB	;	RACE US
7335	;	TIFS LN	;	RACE US
7336	;	051910 KS	;	RNO FP
7337	;	090150 KS	;	RNO FP
7338	;	6501 JP	;	RNO FP
7339	;	7283 JP	;	RNO FP
7340	;	AKW FP	;	RNO FP
7341	;	AUTN SW	;	RNO FP
7342	;	BELI FP	;	RNO FP
7343	;	CON GR	;	RNO FP
7344	;	GTXMQ US	;	RNO FP
7345	;	KOA NO	;	RNO FP
7346	;	MT NA	;	RNO FP
7347	;	POM FP	;	RNO FP
7348	;	PVL FP	;	RNO FP
7349	;	RAI IN	;	RNO FP
7350	;	SHA GR	;	RNO FP
7351	;	SO IM	;	RNO FP
7352	;	TEN US	;	RNO FP
7353	;	TIFS LN	;	RNO FP
7354	;	UZT RO	;	RNO FP
7355	;	7279 JP	;	STLA US
7356	;	AXL US	;	STLA US
7357	;	CAAS US	;	STLA US
7358	;	CMI US	;	STLA US
7359	;	CON GR	;	STLA US
7360	;	CPS US	;	STLA US
7361	;	MG CN	;	STLA US
7362	;	MRE CN	;	STLA US
7363	;	PVL FP	;	STLA US
7364	;	STRT US	;	STLA US
7365	;	TEN US	;	STLA US
7366	;	TOASO TI	;	STLA US
7367	;	UFAB US	;	STLA US
7368	;	5191 JP	;	SVAV RM
7369	;	KOA NO	;	SVAV RM
7370	;	693 HK	;	TCM MK
7371	;	7239 JP	;	TCM MK
7372	;	APM MK	;	TCM MK
7373	;	GD US	;	TCM MK
7374	;	WTCH MK	;	TCM MK
7375	;	LCII US	;	THO US
7376	;	ZBRA US	;	THO US
7377	;	5191 JP	;	TOASO TI
7378	;	HEN3 GR	;	TOASO TI
7379	;	KCHOL TI	;	TOASO TI
7380	;	KKR US	;	TOASO TI
7381	;	STLA US	;	TOASO TI
7382	;	051910 KS	;	TSLA US
7383	;	161390 KS	;	TSLA US
7384	;	3665 TT	;	TSLA US
7385	;	3673 TT	;	TSLA US
7386	;	603305 CH	;	TSLA US
7387	;	6752 JP	;	TSLA US
7388	;	7212 JP	;	TSLA US
7389	;	CIE SM	;	TSLA US
7390	;	CON GR	;	TSLA US
7391	;	CSTM US	;	TSLA US
7392	;	GLEN LN	;	TSLA US
7393	;	INTT US	;	TSLA US
7394	;	JBL US	;	TSLA US
7395	;	KLIC US	;	TSLA US
7396	;	MSAG GR	;	TSLA US
7397	;	MT NA	;	TSLA US
7398	;	RIO LN	;	TSLA US
7399	;	SGL GR	;	TSLA US
7400	;	STM FP	;	TSLA US
7401	;	TTMI US	;	TSLA US
7402	;	006660 KS	;	TTMT IN
7403	;	051910 KS	;	TTMT IN
7404	;	1563 TT	;	TTMT IN
7405	;	6501 JP	;	TTMT IN
7406	;	ACGL IN	;	TTMT IN
7407	;	AKW FP	;	TTMT IN
7408	;	ATSA IN	;	TTMT IN
7409	;	AUTN SW	;	TTMT IN
7410	;	CEBB IN	;	TTMT IN
7411	;	CON GR	;	TTMT IN
7412	;	CPS US	;	TTMT IN
7413	;	HNDL IN	;	TTMT IN
7414	;	LEO GR	;	TTMT IN
7415	;	LMAX IN	;	TTMT IN
7416	;	MYPK3 BZ	;	TTMT IN
7417	;	POM FP	;	TTMT IN
7418	;	PYT AV	;	TTMT IN
7419	;	SUP US	;	TTMT IN
7420	;	TCS IN	;	TTMT IN
7421	;	TEN US	;	TTMT IN
7422	;	WBC US	;	TTMT IN
7423	;	6201 JP	;	UMWH MK
7424	;	6301 JP	;	UMWH MK
7425	;	6902 JP	;	UMWH MK
7426	;	7242 JP	;	UMWH MK
7427	;	8015 JP	;	UMWH MK
7428	;	EITA MK	;	UMWH MK
7429	;	3434 JP	;	VOW GR
7430	;	BDT GR	;	VOW GR
7431	;	BLDP CN	;	VOW GR
7432	;	BUR FP	;	VOW GR
7433	;	CON GR	;	VOW GR
7434	;	GMM GR	;	VOW GR
7435	;	MAN GR	;	VOW GR
7436	;	MT NA	;	VOW GR
7437	;	NEMAKA MM	;	VOW GR
7438	;	PGN GR	;	VOW GR
7439	;	POM FP	;	VOW GR
7440	;	PYT AV	;	VOW GR
7441	;	SHA GR	;	VOW GR
7442	;	SUP US	;	VOW GR
7443	;	SW1 GR	;	VOW GR
7444	;	TEN US	;	VOW GR
7445	;	ALSN US	;	WGO US
7446	;	EPAC US	;	WGO US
7447	;	MEI US	;	WGO US
7448	;	6752 JP	;	WKHS US
7449	;	BWA US	;	WKHS US
7450	;	DAN US	;	WKHS US
7451	;	TPIC US	;	WKHS US
7452	;	ALV US	;	XPEV US
7453	;	AUTN SW	;	XPEV US
7454	;	005490 KS	;	000430 KS
7455	;	023000 KS	;	000430 KS
7456	;	000631 CH	;	000559 CH
7457	;	000848 CH	;	000559 CH
7458	;	1316 HK	;	000559 CH
7459	;	EO FP	;	000559 CH
7460	;	GNTX US	;	000559 CH
7461	;	MG CN	;	000559 CH
7462	;	SUP US	;	000559 CH
7463	;	ALV US	;	000700 CH
7464	;	7915 JP	;	002048 CH
7465	;	EO FP	;	002048 CH
7466	;	MG CN	;	002048 CH
7467	;	002520 CH	;	002085 CH
7468	;	002179 CH	;	002190 CH
7469	;	1292 HK	;	002265 CH
7470	;	200625 CH	;	002265 CH
7471	;	600418 CH	;	002454 CH
7472	;	WBC US	;	002590 CH
7473	;	300750 CH	;	002611 CH
7474	;	600888 CH	;	002662 CH
7475	;	CSTM US	;	002662 CH
7476	;	6594 JP	;	002703 CH
7477	;	FR FP	;	002703 CH
7478	;	KE US	;	002703 CH
7479	;	002008 CH	;	002850 CH
7480	;	6111 JP	;	002850 CH
7481	;	005490 KS	;	004100 KS
7482	;	019440 KS	;	004100 KS
7483	;	6923 JP	;	005850 KS
7484	;	NHY NO	;	006660 KS
7485	;	200880 KS	;	007860 KS
7486	;	BAS GR	;	007860 KS
7487	;	STM FP	;	007860 KS
7488	;	000636 CH	;	009320 KS
7489	;	APTV US	;	009320 KS
7490	;	6503 JP	;	009680 KS
7491	;	001430 KS	;	010100 KS
7492	;	005380 KS	;	010100 KS
7493	;	005490 KS	;	010100 KS
7494	;	012330 KS	;	010100 KS
7495	;	6472 JP	;	010100 KS
7496	;	BWA US	;	010100 KS
7497	;	SHA GR	;	010100 KS
7498	;	046070 KS	;	010580 KS
7499	;	6473 JP	;	010580 KS
7500	;	086250 KS	;	010690 KS
7501	;	126640 KS	;	010690 KS
7502	;	000270 KS	;	011210 KS
7503	;	000720 KS	;	011210 KS
7504	;	005380 KS	;	011210 KS
7505	;	005490 KS	;	011210 KS
7506	;	010580 KS	;	011210 KS
7507	;	012330 KS	;	011210 KS
7508	;	013720 KS	;	011210 KS
7509	;	013870 KS	;	011210 KS
7510	;	033530 KS	;	011210 KS
7511	;	086280 KS	;	011210 KS
7512	;	092200 KS	;	011210 KS
7513	;	095190 KS	;	011210 KS
7514	;	307950 KS	;	011210 KS
7515	;	6301 JP	;	011210 KS
7516	;	6954 JP	;	011210 KS
7517	;	7278 JP	;	011210 KS
7518	;	7722 JP	;	011210 KS
7519	;	000720 KS	;	012330 KS
7520	;	001620 KS	;	012330 KS
7521	;	004100 KS	;	012330 KS
7522	;	005380 KS	;	012330 KS
7523	;	010580 KS	;	012330 KS
7524	;	010690 KS	;	012330 KS
7525	;	011210 KS	;	012330 KS
7526	;	019180 KS	;	012330 KS
7527	;	021820 KS	;	012330 KS
7528	;	033530 KS	;	012330 KS
7529	;	038880 KS	;	012330 KS
7530	;	071850 KS	;	012330 KS
7531	;	075180 KS	;	012330 KS
7532	;	086280 KS	;	012330 KS
7533	;	096770 KS	;	012330 KS
7534	;	097520 KS	;	012330 KS
7535	;	123410 KS	;	012330 KS
7536	;	126640 KS	;	012330 KS
7537	;	307950 KS	;	012330 KS
7538	;	5411 JP	;	012330 KS
7539	;	6501 JP	;	012330 KS
7540	;	NXPI US	;	012330 KS
7541	;	ON US	;	012330 KS
7542	;	STM FP	;	012330 KS
7543	;	200880 KS	;	012860 KS
7544	;	BAS GR	;	012860 KS
7545	;	001560 KS	;	013720 KS
7546	;	GEST SM	;	015750 KS
7547	;	013310 KS	;	018880 KS
7548	;	046070 KS	;	018880 KS
7549	;	080470 KS	;	018880 KS
7550	;	126600 KS	;	018880 KS
7551	;	161390 KS	;	018880 KS
7552	;	234100 KS	;	018880 KS
7553	;	6470 JP	;	018880 KS
7554	;	CAP FP	;	018880 KS
7555	;	ELG GR	;	018880 KS
7556	;	GMM GR	;	018880 KS
7557	;	GRT-U CN	;	018880 KS
7558	;	MG CN	;	018880 KS
7559	;	SNC TB	;	018880 KS
7560	;	037330 KS	;	023800 KS
7561	;	005490 KS	;	024840 KS
7562	;	MSS IN	;	024900 KS
7563	;	TEN US	;	031510 KS
7564	;	4062 JP	;	033530 KS
7565	;	LIN US	;	033530 KS
7566	;	TEN US	;	033530 KS
7567	;	010580 KS	;	046070 KS
7568	;	TEN US	;	048430 KS
7569	;	005380 KS	;	053270 KS
7570	;	204320 KS	;	060980 KS
7571	;	RIO LN	;	060980 KS
7572	;	097520 KS	;	064960 KS
7573	;	6161 JP	;	064960 KS
7574	;	SIE GR	;	064960 KS
7575	;	3105 JP	;	075180 KS
7576	;	DD US	;	075180 KS
7577	;	010690 KS	;	086250 KS
7578	;	005380 KS	;	092780 KS
7579	;	042670 KS	;	092780 KS
7580	;	TEN US	;	092780 KS
7581	;	007810 KS	;	105550 KS
7582	;	MTRN US	;	105550 KS
7583	;	032280 KS	;	107640 KS
7584	;	005490 KS	;	113810 KS
7585	;	1114 HK	;	1148 HK
7586	;	600609 CH	;	1148 HK
7587	;	7278 JP	;	1148 HK
7588	;	050110 KS	;	118990 KS
7589	;	005490 KS	;	126640 KS
7590	;	010690 KS	;	126640 KS
7591	;	001820 KS	;	128540 KS
7592	;	TEL US	;	128540 KS
7593	;	DAE SW	;	1316 HK
7594	;	FLEX US	;	1316 HK
7595	;	KE US	;	1316 HK
7596	;	MEI US	;	1316 HK
7597	;	NEMAKA MM	;	1316 HK
7598	;	NNBR US	;	1316 HK
7599	;	SHA GR	;	1316 HK
7600	;	SHLOQ US	;	1316 HK
7601	;	STRT US	;	1316 HK
7602	;	TTMI US	;	1316 HK
7603	;	WBC US	;	1316 HK
7604	;	7201 JP	;	1338 TT
7605	;	8012 JP	;	1338 TT
7606	;	GEST SM	;	1512 TT
7607	;	3401 JP	;	1521 TT
7608	;	7276 JP	;	1521 TT
7609	;	SABIC AB	;	1521 TT
7610	;	2201 TT	;	1525 TT
7611	;	2002 TT	;	1536 TT
7612	;	SHA GR	;	1536 TT
7613	;	SIE GR	;	1536 TT
7614	;	ANDR AV	;	1563 TT
7615	;	2768 JP	;	1566 TT
7616	;	1532 TT	;	1568 TT
7617	;	4912 TT	;	1587 TT
7618	;	6902 JP	;	1587 TT
7619	;	7988 JP	;	170030 KS
7620	;	002823 CH	;	179 HK
7621	;	ELG GR	;	179 HK
7622	;	000800 CH	;	200030 CH
7623	;	000927 CH	;	200030 CH
7624	;	600081 CH	;	200030 CH
7625	;	600507 CH	;	200030 CH
7626	;	600742 CH	;	200030 CH
7627	;	6473 JP	;	200030 CH
7628	;	6501 JP	;	200030 CH
7629	;	7722 JP	;	200030 CH
7630	;	FR FP	;	200030 CH
7631	;	TKA GR	;	200030 CH
7632	;	000887 CH	;	200581 CH
7633	;	BOS IN	;	200581 CH
7634	;	007860 KS	;	200880 KS
7635	;	012860 KS	;	200880 KS
7636	;	004100 KS	;	204320 KS
7637	;	012860 KS	;	204320 KS
7638	;	046070 KS	;	204320 KS
7639	;	060980 KS	;	204320 KS
7640	;	075180 KS	;	204320 KS
7641	;	215360 KS	;	204320 KS
7642	;	2382 HK	;	204320 KS
7643	;	6501 JP	;	204320 KS
7644	;	7242 JP	;	204320 KS
7645	;	7722 JP	;	204320 KS
7646	;	BELI FP	;	204320 KS
7647	;	CIE SM	;	204320 KS
7648	;	IFX GR	;	204320 KS
7649	;	KE US	;	204320 KS
7650	;	NNBR US	;	204320 KS
7651	;	SHA GR	;	204320 KS
7652	;	STM FP	;	204320 KS
7653	;	011210 KS	;	212560 KS
7654	;	012330 KS	;	212560 KS
7655	;	SHA GR	;	212560 KS
7656	;	082800 KS	;	214330 KS
7657	;	097780 KS	;	214330 KS
7658	;	IBM US	;	214330 KS
7659	;	PHIA NA	;	214330 KS
7660	;	038880 KS	;	234100 KS
7661	;	200725 CH	;	2442 TT
7662	;	2392 TT	;	2442 TT
7663	;	4938 TT	;	2442 TT
7664	;	002543 CH	;	300176 CH
7665	;	4208 JP	;	300176 CH
7666	;	6301 JP	;	300176 CH
7667	;	000708 CH	;	300421 CH
7668	;	002357 CH	;	300432 CH
7669	;	000708 CH	;	300652 CH
7670	;	002075 CH	;	300652 CH
7671	;	3952 JP	;	3116 JP
7672	;	5191 JP	;	3116 JP
7673	;	5333 JP	;	3116 JP
7674	;	5992 JP	;	3116 JP
7675	;	5994 JP	;	3116 JP
7676	;	6142 JP	;	3116 JP
7677	;	6201 JP	;	3116 JP
7678	;	6470 JP	;	3116 JP
7679	;	6501 JP	;	3116 JP
7680	;	6988 JP	;	3116 JP
7681	;	6995 JP	;	3116 JP
7682	;	7203 JP	;	3116 JP
7683	;	7239 JP	;	3116 JP
7684	;	7240 JP	;	3116 JP
7685	;	7250 JP	;	3116 JP
7686	;	7282 JP	;	3116 JP
7687	;	7284 JP	;	3116 JP
7688	;	KOA NO	;	3116 JP
7689	;	LEG US	;	3116 JP
7690	;	MSS IN	;	3116 JP
7691	;	STRT US	;	3116 JP
7692	;	7259 JP	;	3439 JP
7693	;	3101 JP	;	3526 JP
7694	;	4202 JP	;	3526 JP
7695	;	5988 JP	;	4246 JP
7696	;	3162 TT	;	425 HK
7697	;	6283 TT	;	425 HK
7698	;	MRC US	;	425 HK
7699	;	MTRX US	;	425 HK
7700	;	NRP US	;	425 HK
7701	;	PWR US	;	425 HK
7702	;	VPG US	;	425 HK
7703	;	2392 TT	;	4523 TT
7704	;	6474 JP	;	4523 TT
7705	;	6501 JP	;	4523 TT
7706	;	KKR US	;	4523 TT
7707	;	SNC TB	;	4523 TT
7708	;	2002 TT	;	4528 TT
7709	;	7485 JP	;	4528 TT
7710	;	4185 JP	;	5161 JP
7711	;	4246 JP	;	5161 JP
7712	;	4185 JP	;	5191 JP
7713	;	5802 JP	;	5191 JP
7714	;	6042 JP	;	5191 JP
7715	;	6161 JP	;	5191 JP
7716	;	8249 JP	;	5191 JP
7717	;	7267 JP	;	5288 TT
7718	;	3402 JP	;	5334 JP
7719	;	5781 JP	;	5334 JP
7720	;	7287 JP	;	5334 JP
7721	;	8141 JP	;	5334 JP
7722	;	DAE SW	;	5334 JP
7723	;	DSY FP	;	5334 JP
7724	;	ASII IJ	;	5644 JP
7725	;	025560 KS	;	5802 JP
7726	;	1949 JP	;	5802 JP
7727	;	300227 CH	;	5802 JP
7728	;	3132 JP	;	5802 JP
7729	;	4005 JP	;	5802 JP
7730	;	5333 JP	;	5802 JP
7731	;	5401 JP	;	5802 JP
7732	;	5713 JP	;	5802 JP
7733	;	5809 JP	;	5802 JP
7734	;	5993 JP	;	5802 JP
7735	;	6301 JP	;	5802 JP
7736	;	6387 JP	;	5802 JP
7737	;	6641 JP	;	5802 JP
7738	;	6904 JP	;	5802 JP
7739	;	6963 JP	;	5802 JP
7740	;	6981 JP	;	5802 JP
7741	;	6988 JP	;	5802 JP
7742	;	7510 JP	;	5802 JP
7743	;	8084 JP	;	5802 JP
7744	;	8140 JP	;	5802 JP
7745	;	8249 JP	;	5802 JP
7746	;	ALDEL FP	;	5802 JP
7747	;	IIVI US	;	5802 JP
7748	;	IKBI IJ	;	5802 JP
7749	;	MSS IN	;	5802 JP
7750	;	7247 JP	;	5852 JP
7751	;	5401 JP	;	5949 JP
7752	;	5988 JP	;	5949 JP
7753	;	6161 JP	;	5949 JP
7754	;	6954 JP	;	5949 JP
7755	;	7240 JP	;	5949 JP
7756	;	7278 JP	;	5949 JP
7757	;	7296 JP	;	5949 JP
7758	;	7267 JP	;	5970 JP
7759	;	4246 JP	;	5975 JP
7760	;	5401 JP	;	5975 JP
7761	;	8141 JP	;	5975 JP
7762	;	SNC TB	;	5975 JP
7763	;	7230 JP	;	5989 JP
7764	;	7278 JP	;	5989 JP
7765	;	SNC TB	;	5989 JP
7766	;	5401 JP	;	5991 JP
7767	;	5471 JP	;	5991 JP
7768	;	5482 JP	;	5991 JP
7769	;	6470 JP	;	5991 JP
7770	;	6988 JP	;	5991 JP
7771	;	7239 JP	;	5991 JP
7772	;	7240 JP	;	5991 JP
7773	;	7247 JP	;	5991 JP
7774	;	7259 JP	;	5991 JP
7775	;	7313 JP	;	5991 JP
7776	;	PEGA US	;	5991 JP
7777	;	5482 JP	;	5992 JP
7778	;	6470 JP	;	5992 JP
7779	;	7276 JP	;	5992 JP
7780	;	7283 JP	;	5992 JP
7781	;	5471 JP	;	5994 JP
7782	;	6470 JP	;	5994 JP
7783	;	489 HK	;	600081 CH
7784	;	600741 CH	;	600081 CH
7785	;	7267 JP	;	600081 CH
7786	;	LEA US	;	600081 CH
7787	;	VC US	;	600081 CH
7788	;	000800 CH	;	600148 CH
7789	;	SHA GR	;	600148 CH
7790	;	012860 KS	;	600151 CH
7791	;	600135 CH	;	600151 CH
7792	;	6470 JP	;	600151 CH
7793	;	HWM US	;	600151 CH
7794	;	1292 HK	;	600178 CH
7795	;	200625 CH	;	600178 CH
7796	;	5851 JP	;	600178 CH
7797	;	7278 JP	;	600178 CH
7798	;	005490 KS	;	600480 CH
7799	;	000803 CH	;	600482 CH
7800	;	300527 CH	;	600482 CH
7801	;	600150 CH	;	600482 CH
7802	;	600764 CH	;	600482 CH
7803	;	601989 CH	;	600482 CH
7804	;	KMI US	;	600482 CH
7805	;	PPG US	;	600482 CH
7806	;	RHIM LN	;	600482 CH
7807	;	USIM5 BZ	;	600482 CH
7808	;	603766 CH	;	600615 CH
7809	;	002303 CH	;	600660 CH
7810	;	6904 JP	;	600660 CH
7811	;	DSY FP	;	600660 CH
7812	;	EMN US	;	600660 CH
7813	;	5994 JP	;	600699 CH
